epoch	loss	val_loss
0	0.31389627924160957	0.3327716297457832
1	0.294176683408262	0.32883937318512446
2	0.2950337174114008	0.3595954102980518
3	0.27797500504300987	0.3181519576685918
4	0.26448678999980174	0.3161490815955999
5	0.2874018094931223	0.3092306539351243
6	0.25104499821926657	0.2782076645365969
7	0.24566485622535336	0.32322461161290716
8	0.24898899746774064	0.30974146099069755
9	0.23911192965472802	0.2941063859186839
10	0.15078349285684473	0.18383103339042206
11	0.13206955910900275	0.17991565018241581
12	0.12514511386293165	0.17779330209743507
13	0.11894715462405955	0.168292298229761
14	0.11471089880691171	0.16704817945910333
15	0.11126302860854378	0.1625440323391856
16	0.10836790485622985	0.16201769218954978
17	0.10568472303265741	0.16196495018020987
18	0.10320093482913524	0.15923423466463796
19	0.1011687756282418	0.1638595522035678
20	0.09925696270586448	0.15884490794294787
21	0.09734710507105705	0.1572450295285887
22	0.09585820494715824	0.15806217829993718
23	0.09434769163970112	0.156406844856307
24	0.09278477966235946	0.15718696308708607
25	0.09151164411934529	0.15857314965870703
26	0.09023100049323043	0.15664419021018208
27	0.08376758283366571	0.15209174253794824
28	0.08258364904330287	0.15297930485947164
29	0.08216077798578937	0.14790351778333885
30	0.08187591761516923	0.15213959127274143
31	0.08160576895819249	0.15009988671957666
32	0.08138305204208761	0.15123877166790733
33	0.08075458563824466	0.1501954310455697
34	0.08054029743455093	0.14924163294866616
35	0.08050894099913541	0.15349045968472178
36	0.08053942394706302	0.1487114040351851
37	0.08036454804765837	0.15204093828146634
38	0.08042272680639237	0.1485234572019379
39	0.0804382503784611	0.15216019266492414
40	0.08040028889128041	0.14932116462674203
41	0.08038499289992537	0.1511780964332637
42	0.08042736423429155	0.14962098108173458
43	0.08040124994929933	0.15096746905662087
44	0.0803897744229932	0.1499656355049152
45	0.08038764403593418	0.14750561401182907
46	0.08038896326769156	0.15268946399985442
47	0.0803442929357594	0.15124895304896946
48	0.0804664846103004	0.14986152138447137
49	0.08037093848944404	0.14778323313750033
50	0.08043082340402201	0.15347800719425667
51	0.08036685391378484	0.14891678809013428
52	0.08042217815662692	0.15096559600017997
53	0.08037427521262396	0.15108557616454024
54	0.08044133353427103	0.14925905058412572
55	0.08038268855934233	0.15151795884797667
56	0.08038751998611703	0.14915756531482702
57	0.08041691466667072	0.15086038472480648
58	0.08037550313771494	0.14845999222915765
59	0.08042607070721798	0.1526050732743532
60	0.08038136581738906	0.15099617406140248
61	0.08041625889266711	0.14881901223391425
62	0.08035975913546549	0.15167065857864884
63	0.08043874506845398	0.1496844743439464
64	0.08038117137205711	0.15059486246265177
65	0.08042841181267471	0.14705783587485943
66	0.08040180490187278	0.15274164127795978
67	0.08034896791660918	0.15005822404893726
68	0.0804692484286588	0.1501894976179152
69	0.08038572548431774	0.15072928380432607
70	0.0803719729145339	0.1483712031233519
71	0.08040826113181516	0.15335653056939616
72	0.08041988821290813	0.14978840187452244
73	0.0803782756845677	0.14947905736328734
74	0.08039735626720329	0.1511336095208164
75	0.08044500333563845	0.15104299944756333
76	0.08038740549082897	0.14974128396360115
77	0.08037982080701137	0.1477279035480262
78	0.08040546164213021	0.15398836316435097
79	0.08040001978108109	0.1488685720644924
80	0.08041614340505283	0.1513074260351439
81	0.08040005811849363	0.15055382241978915
82	0.08037788076583822	0.14944161325042424
83	0.08043448003221344	0.15035634935227543
84	0.0804182216434702	0.14774674356113876
85	0.08035996451807624	0.15359021266149642
86	0.08041847552173291	0.14966384702114038
87	0.08040922887945048	0.15016105209831068
