epoch	loss	val_loss
0	161.99932022094725	94.02459716796875
1	35.60712466239929	16.337583541870117
2	7.2799077272415165	2.4383630752563477
3	2.1919123589992524	2.026357889175415
4	1.1848316431045531	0.840602457523346
5	0.6334678322076798	0.7409393787384033
6	0.6374271005392075	0.35584402084350586
7	0.39993937909603117	0.2866900861263275
8	0.44150218069553376	0.27014976739883423
9	0.4861676573753357	0.31828632950782776
10	0.4285120964050293	0.7417700290679932
11	0.4812485486268997	0.6213017702102661
12	0.43789601027965547	0.5710680484771729
13	0.3915207520127296	0.3356591761112213
14	0.48469922244548796	0.4631900191307068
15	0.3533215805888176	0.29924339056015015
16	0.3201653614640236	0.34463727474212646
17	0.43576064258813857	0.2669268548488617
18	0.3167110592126846	0.4023778438568115
19	0.3680240333080292	0.3687698245048523
20	0.3388734206557274	0.4678100347518921
21	0.36822435557842254	0.2121506631374359
22	0.36819480508565905	0.43442243337631226
23	0.30758177787065505	0.5178302526473999
24	0.3942347541451454	0.21416723728179932
25	0.35632573515176774	0.29289647936820984
26	0.4043333515524864	0.2764442563056946
27	0.40275942981243135	0.4383288621902466
28	0.30440705418586733	0.5241868495941162
29	0.30930702239274976	0.43248775601387024
30	0.3556175485253334	0.44863930344581604
31	0.3896554082632065	0.3014181852340698
32	0.36483990848064424	0.3178977966308594
33	0.35149101316928866	0.5181149840354919
34	0.2871507376432419	0.35592424869537354
35	0.4261215016245842	0.21446116268634796
36	0.2807145431637764	0.33722835779190063
37	0.28775389939546586	0.6091586947441101
38	0.3399988889694214	0.4035157859325409
39	0.37300279140472414	0.5411573648452759
40	0.347276908159256	0.2479834407567978
41	0.2877832010388374	0.41061168909072876
42	0.2941349267959595	0.19940850138664246
43	0.30768284052610395	0.4573545753955841
44	0.3854507476091385	0.29058972001075745
45	0.29774952679872513	0.3441803455352783
46	0.3167593315243721	0.4885522425174713
47	0.3649356722831726	0.2936849296092987
48	0.3375531226396561	0.4163987338542938
49	0.364610892534256	0.519289493560791
50	0.28601342588663103	0.3254593312740326
51	0.3405152723193169	0.5386331081390381
52	0.30354389995336534	0.5478370189666748
53	0.2936281949281693	0.33868682384490967
54	0.29759873151779176	0.3445272147655487
55	0.3091708645224571	0.2716568410396576
56	0.2590582281351089	0.5328493714332581
57	0.28289797753095625	0.3770368993282318
58	0.3655045911669731	0.3961966335773468
59	0.3113861009478569	0.3657662272453308
